atom_id,order_no,service_code,service_name,service_sequence,scene_overview_code,scene_overview_name,sop,vas_des,atom_status
540639,VASC000000275061,OW01V1654,包裹串仓异常调拨,1,NULL,NULL,将客户指定异常调拨到目的仓库,NULL,CD
540657,VASC000000275067,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
540675,VASC000000275073,OSF8V1601,出库其他服务需求,1,[Outbound] Repackaging by self-pickup order,【出库】暂存单重新装箱,1. 按照 WO11370029761 下架外箱21pcs+彩盒42pcs,,
540681,VASC000000275076,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
540687,VASC000000275082,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
540699,VASC000000275085,OSF8V1601,出库其他服务需求,1,20250516,【出库】补贴/更换商品标签,1. 按照 WO11370582608 下架外箱19pcs+彩盒38pcs,,
540735,VASC000000275100,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
540756,VASC000000275118,OSF8V1749,审核出库单,1,NULL,NULL,仅万邑通内部发起,NULL,CO
540759,VASC000000275121,OSF8V1601,出库其他服务需求,1,20250516,【出库】补贴/更换商品标签,操作步骤：,,
540765,VASC000000275124,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
540825,VASC000000275154,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
540831,VASC000000275157,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
540894,VASC000000275178,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
540900,VASC000000275181,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
540945,VASC000000275220,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
540951,VASC000000275223,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
540978,VASC000000275232,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
540987,VASC000000275235,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
541017,VASC000000275247,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
541041,VASC000000275265,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
541368,VASC000000275397,OSF6V1673,无主货找回-6个自然日内,1,NULL,NULL,根据客户提供的单据信息找货，若超过1h未找回，则反馈无法找回,NULL,CD
541380,VASC000000275400,OSF6V1752,无主货找回（6个自然日内）-仓库创建无RMA退货单,1,NULL,NULL,步骤1：按照客户提供的快递单号或者POD尝试找回无主货 步骤2： ①若货物找回，请仓库创建无RMA退货单上架并反馈退货订单号，然后【完成】增值单 ②若货物未找回，请【完成】增值单  注意：此增值无论商品是否找回，请将增值单更新为【已出库】,NULL,CO
541464,VASC000000275436,OW01V1599,提供海外仓监控视频-少包裹调查,1,NULL,NULL,根据到仓订单具体情况提供对应视频：,,
541473,VASC000000275460,OW01V1599,提供海外仓监控视频-少包裹调查,1,NULL,NULL,根据到仓订单具体情况提供对应视频：,,
541506,VASC000000275484,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
541566,VASC000000275490,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
541611,VASC000000275520,OW01V1602,入库其他服务需求,1,NULL,NULL,,NULL,CD
541623,VASC000000275529,OW01V1602,入库其他服务需求,1,NULL,NULL,,NULL,CD
541632,VASC000000275535,OW01V1602,入库其他服务需求,1,NULL,NULL,,NULL,CD
541791,VASC000000275619,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
541887,VASC000000275682,OSF6V1603,库内其他服务需求,1,20250407043,【库内】商品外观辨识+贴标上架,背景：贴错商品条码，需要辨识且更换；,,
542013,VASC000000275700,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CD
542094,VASC000000275712,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
542121,VASC000000275721,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
542157,VASC000000275742,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
542163,VASC000000275748,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CD
542184,VASC000000275757,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
542190,VASC000000275763,OSF8V1716,Anker加急出库,1,NULL,NULL,仓库根据订单情况判断能否在【指定出库日期】之前完成增值，若无法操作加急，请“异常终止”增值订单，若可以操作，请填写加急实际操作工时并“完成”增值 注意（非常重要！！！）： 1. 加急增值完成标准： *标准出库：加急订单出库日期应早于应出库日期，若不符合此条件，请“异常终止”增值订单 *自提出库：加急订单暂存日期应早于应暂存日期，若不符合此条件，请“异常终止”增值订单 2. 仓库实际操作工时，请提前记录并如实填写，最终会根据此工时收取客户费用 3. 需要在出库前完成此增值，否则增值将会被自动“异常终止”,NULL,CO
542196,VASC000000275766,OSF8V1716,Anker加急出库,1,NULL,NULL,仓库根据订单情况判断能否在【指定出库日期】之前完成增值，若无法操作加急，请“异常终止”增值订单，若可以操作，请填写加急实际操作工时并“完成”增值 注意（非常重要！！！）： 1. 加急增值完成标准： *标准出库：加急订单出库日期应早于应出库日期，若不符合此条件，请“异常终止”增值订单 *自提出库：加急订单暂存日期应早于应暂存日期，若不符合此条件，请“异常终止”增值订单 2. 仓库实际操作工时，请提前记录并如实填写，最终会根据此工时收取客户费用 3. 需要在出库前完成此增值，否则增值将会被自动“异常终止”,NULL,CO
542202,VASC000000275769,OSF8V1716,Anker加急出库,1,NULL,NULL,仓库根据订单情况判断能否在【指定出库日期】之前完成增值，若无法操作加急，请“异常终止”增值订单，若可以操作，请填写加急实际操作工时并“完成”增值 注意（非常重要！！！）： 1. 加急增值完成标准： *标准出库：加急订单出库日期应早于应出库日期，若不符合此条件，请“异常终止”增值订单 *自提出库：加急订单暂存日期应早于应暂存日期，若不符合此条件，请“异常终止”增值订单 2. 仓库实际操作工时，请提前记录并如实填写，最终会根据此工时收取客户费用 3. 需要在出库前完成此增值，否则增值将会被自动“异常终止”,NULL,CO
542364,VASC000000275856,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
542370,VASC000000275859,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
542376,VASC000000275862,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
542382,VASC000000275865,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
542400,VASC000000275871,OSF8V1620,Winit线下尾程服务,1,NULL,NULL,"""1、仓库/尾程SD报价；",,
542487,VASC000000275949,OSF6V1648,代采购包材物料,1,20250619001,【库内】代采购包材物料,包材商品条码	            包材商品编码	纸箱型号	采购外径尺寸cm	采购数量	包材印刷内容,,
543030,VASC000000275985,OW01V1600,提供海外仓监控视频-少单品调查,1,NULL,NULL,根据到仓订单具体情况提供对应视频：,,
542622,VASC000000276015,OW01V1602,入库其他服务需求,1,NULL,NULL,,NULL,CD
543117,VASC000000276021,OSF8V1601,出库其他服务需求,1,20260128001,【出库】补贴包裹/托盘标签,操作步骤：,,
542679,VASC000000276054,OSF6V1647,货权转移（改数模式）,1,【In-warehouse】Transfer of ownership of goods,【库内】货权转移,此类增值仅用于收费，IT系统改数，无需仓库实物流操作。仓库将增值单状态更新为“仓库已处理”,NULL,CD
542733,VASC000000276084,OSF6V1603,库内其他服务需求,1,20260302,【入库】覆盖/清除标签,仓库操作步骤：,,
542814,VASC000000276087,OSF6V1673,无主货找回-6个自然日内,1,NULL,NULL,根据客户提供的单据信息找货，若超过1h未找回，则反馈无法找回,NULL,CO
542745,VASC000000276090,OSF6V1603,库内其他服务需求,1,20260302,【入库】覆盖/清除标签,仓库操作步骤：,,
542760,VASC000000276093,OSF6V1603,库内其他服务需求,1,202507141,【出库】采集SN码,仓库操作步骤：,,
543054,VASC000000276171,OW01V1602,入库其他服务需求,1,20250430,【入库】“包裹条码批量异常（需客户处理）”辨识后补贴包裹标签上架,【背景】：240件没有下入库单，也没有贴标签直接发来仓库，导致货物条码异常无法上架。,,
542928,VASC000000276195,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
543027,VASC000000276243,OSF6V1603,库内其他服务需求,1,20260302,【入库】覆盖/清除标签,仓库操作步骤：,,
543402,VASC000000276267,OSF6V1603,库内其他服务需求,1,20250407013,【出库】指定位置贴商品/包裹标签/快递面单,仓库操作步骤：,,
543138,VASC000000276279,OSF6V1751,无主货找回（6个自然日内）-客户提供新单上架,1,NULL,NULL,步骤1：按照客户提供的快递单号或者POD尝试找回无主货 步骤2： ①若货物找回，请按照客户提供的新入库单补贴商品标签和包裹标签上架，并【完成】增值订单 ②若货物未找回，请【完成】增值单，且增值贴标数量反馈为“0”  注意：此增值无论商品是否找回，请将增值单更新为【已出库】,NULL,CO
544038,VASC000000276285,OW01V1602,入库其他服务需求,1,202506120001,【入库】关联第三方商品条码上架,【背景】单品化管理的SKU不支持直接提交关联第三方条码关联的增值，需要关联原入库单，让仓库重新扫描上架,,
543219,VASC000000276315,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
543549,VASC000000276336,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
544161,VASC000000276393,OW01V1602,入库其他服务需求,1,20250430,【入库】“包裹条码批量异常（需客户处理）”辨识后补贴包裹标签上架,【背景】原单没有验货就把货物发来仓库了，导致25件包裹无法上架。,,
543603,VASC000000276411,OSF6V1752,无主货找回（6个自然日内）-仓库创建无RMA退货单,1,NULL,NULL,步骤1：按照客户提供的快递单号或者POD尝试找回无主货 步骤2： ①若货物找回，请仓库创建无RMA退货单上架并反馈退货订单号，然后【完成】增值单 ②若货物未找回，请【完成】增值单  注意：此增值无论商品是否找回，请将增值单更新为【已出库】,NULL,CO
543576,VASC000000276420,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
543579,VASC000000276420,OSF8V1716,Anker加急出库,1,NULL,NULL,仓库根据订单情况判断能否在【指定出库日期】之前完成增值，若无法操作加急，请“异常终止”增值订单，若可以操作，请填写加急实际操作工时并“完成”增值 注意（非常重要！！！）： 1. 加急增值完成标准： *标准出库：加急订单出库日期应早于应出库日期，若不符合此条件，请“异常终止”增值订单 *自提出库：加急订单暂存日期应早于应暂存日期，若不符合此条件，请“异常终止”增值订单 2. 仓库实际操作工时，请提前记录并如实填写，最终会根据此工时收取客户费用 3. 需要在出库前完成此增值，否则增值将会被自动“异常终止”,NULL,CO
543600,VASC000000276429,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
543612,VASC000000276435,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
543660,VASC000000276447,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
543672,VASC000000276456,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
543681,VASC000000276462,OSF8V1601,出库其他服务需求,1,NULL,NULL,,NULL,CD
543711,VASC000000276477,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
543861,VASC000000276540,OW01V1602,入库其他服务需求,1,20250929,【入库】海运整柜100%A+无包裹条码异常，新单无箱单或100%A+包直接上架,【背景】VASC000000276471[海运整柜100%A+/A包裹]存在多货，原入库单的下单数量已经上架完了，现已下无箱单预报单，需仓库直接扫描上架，,,
543915,VASC000000276567,OW01V1602,入库其他服务需求,1,20250929,【入库】海运整柜100%A+无包裹条码异常，新单无箱单或100%A+包直接上架,【背景】WI49499012[海运整柜100%A+/A包裹]存在多货，原入库单的下单数量已经上架完了，现已下无箱单预报单，需仓库直接扫描上架,,
544095,VASC000000276570,OW01V1600,提供海外仓监控视频-少单品调查,1,NULL,NULL,根据到仓订单具体情况提供对应视频：,,
543936,VASC000000276573,OSF8V1695,小刀拆封取延保卡,1,NULL,NULL,1.观看客户提供的操作SOP视频,,
543942,VASC000000276576,OSF8V1695,小刀拆封取延保卡,1,NULL,NULL,1.观看客户提供的操作SOP视频,,
543948,VASC000000276579,OSF8V1695,小刀拆封取延保卡,1,NULL,NULL,1.观看客户提供的操作SOP视频,,
543957,VASC000000276582,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
543963,VASC000000276585,OSF8V1695,小刀拆封取延保卡,1,NULL,NULL,1.观看客户提供的操作SOP视频,,
544059,VASC000000276618,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
544233,VASC000000276639,OSF6V1647,货权转移（改数模式）,1,【In-warehouse】Transfer of ownership of goods,【库内】货权转移,此类增值仅用于收费，IT系统改数，无需仓库实物流操作。仓库将增值单状态更新为“仓库已处理”,NULL,CO
544395,VASC000000276648,OW01V1602,入库其他服务需求,1,[Warehouse]AbnormalTransferOfParcelsFromMultipleWarehouses,【入库】包裹串仓异常调拨,"【背景】USKY3一个包裹25件串去USWC,要在USWC上架，M010000000005538717是单品化管理的，需要更换包裹条码以及单品条码上架",,
544143,VASC000000276651,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
545496,VASC000000276720,OSF6V1603,库内其他服务需求,1,20250407003,【入库】上架前拆包装,仓库操作步骤：,,
544335,VASC000000276738,OSF8V1620,Winit线下尾程服务,1,NULL,NULL,"""1、仓库/尾程SD报价；",,
544446,VASC000000276753,OSF6V1752,无主货找回（6个自然日内）-仓库创建无RMA退货单,1,NULL,NULL,步骤1：按照客户提供的快递单号或者POD尝试找回无主货 步骤2： ①若货物找回，请仓库创建无RMA退货单上架并反馈退货订单号，然后【完成】增值单 ②若货物未找回，请【完成】增值单  注意：此增值无论商品是否找回，请将增值单更新为【已出库】,NULL,CO
544428,VASC000000276756,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
544431,VASC000000276756,OSF8V1716,Anker加急出库,1,NULL,NULL,仓库根据订单情况判断能否在【指定出库日期】之前完成增值，若无法操作加急，请“异常终止”增值订单，若可以操作，请填写加急实际操作工时并“完成”增值 注意（非常重要！！！）： 1. 加急增值完成标准： *标准出库：加急订单出库日期应早于应出库日期，若不符合此条件，请“异常终止”增值订单 *自提出库：加急订单暂存日期应早于应暂存日期，若不符合此条件，请“异常终止”增值订单 2. 仓库实际操作工时，请提前记录并如实填写，最终会根据此工时收取客户费用 3. 需要在出库前完成此增值，否则增值将会被自动“异常终止”,NULL,CO
544491,VASC000000276759,OSF8V1601,出库其他服务需求,1,20250516,【出库】补贴/更换商品标签,操作步骤：,,
544584,VASC000000276762,OSF6V1603,库内其他服务需求,1,INSTOCK_SELF_PICK_ORDER_CANCEL_OUTBOUND,【库内】订单作废后重新上架,仓库操作步骤：,,
544542,VASC000000276765,OSF6V1603,库内其他服务需求,1,INSTOCK_INVENTORY_FREEZE_UNFREEZE,【库内】库存冻结/解冻,背景：此产品缺失UN箱，客户按入库时间管理，无法直接出库，申请冻结。,,
544662,VASC000000276792,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
544686,VASC000000276804,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
544707,VASC000000276813,OSF6V1672,无主货找回-超6个自然日,1,NULL,NULL,根据客户提供的单据信息找货，若超过1h未找回，则反馈无法找回,NULL,CO
544782,VASC000000276840,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
544788,VASC000000276843,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
544809,VASC000000276861,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
544821,VASC000000276864,OSF8V1620,Winit线下尾程服务,1,NULL,NULL,"""1、仓库/尾程SD报价；",,
544827,VASC000000276870,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
544833,VASC000000276873,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
544851,VASC000000276882,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
544965,VASC000000276960,OSF8V1620,Winit线下尾程服务,1,NULL,NULL,"""1、仓库/尾程SD报价；",,
545028,VASC000000276984,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
545049,VASC000000276996,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
545133,VASC000000277008,OW01V1674,入库-异常包裹开箱拍照,1,NULL,NULL,1、根据增值单需求信息找货 2、根据客户示例图片拍照、且需要拍外箱箱唛图、SKU条码图，开箱拍产品实物图以及产品实物标签图 3、按照SKU/包裹整理拍照文件并上传,NULL,CO
545142,VASC000000277017,OSF8V1601,出库其他服务需求,1,20250407015,【出库】补增值后补包裹/托盘级标签,打印附件标签没有对应关系，一托贴一张标签就可以，不需要覆盖原来托盘标（共5张）10cm*15cm,NULL,CD
545361,VASC000000277023,OW01V1599,提供海外仓监控视频-少包裹调查,1,NULL,NULL,根据到仓订单具体情况提供对应视频：,,
545091,VASC000000277026,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
545184,VASC000000277032,OSF8V1620,Winit线下尾程服务,1,202512301,【尾程】winit线下尾程询价,"""1、仓库/尾程SD报价；",,
545160,VASC000000277035,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
545313,VASC000000277044,OSF6V1677,退货商品补拍细节照,1,NULL,NULL,针对退货入库商品，按照客户示例图要求开箱补拍商品细节照片（含外箱标签照、内部商品细节图、内部商品标签照等）,NULL,CO
545283,VASC000000277056,OW01V1602,入库其他服务需求,1,20260302,【入库】覆盖/清除标签,【背景】入库单：WI49526251，A+包裹78箱已到仓，仓库反馈外箱贴有电池标签，申请移除。,,
545304,VASC000000277062,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
545325,VASC000000277074,OSF6V1677,退货商品补拍细节照,1,NULL,NULL,针对退货入库商品，按照客户示例图要求开箱补拍商品细节照片（含外箱标签照、内部商品细节图、内部商品标签照等）,NULL,CO
545319,VASC000000277077,OW01V1602,入库其他服务需求,1,2026050701,【入库】商品上架并冻结,【背景】M010000000004005232为批次管理商品，预计5.19到仓，该sku可能要做报废处理，到仓上架后需要先冻结起来，等待后续anker通知,,
545328,VASC000000277083,OSF8V1601,出库其他服务需求,1,20250421002,【出库】仓库自主交货,WO11369233293,,
545352,VASC000000277098,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
545388,VASC000000277122,OSF6V1603,库内其他服务需求,1,【Warehouse】Measurement and identification of commodity weight,【库内】商品尺重测量辨识,仓库操作步骤：,,
545397,VASC000000277125,OSF8V1755,出库核对EAN码,1,NULL,NULL,步骤1：拆开商品外箱 步骤2：核对外箱及彩盒上的条码 步骤3：若条码不一致，则需要用客户上传的标签文件覆盖EAN条码 步骤4：外箱和彩盒上不能出现除正确EAN条码以外的其他条码，若有其他条码请用白标覆盖,NULL,CO
545421,VASC000000277143,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
545424,VASC000000277146,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
545427,VASC000000277149,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
545481,VASC000000277152,OW01V1599,提供海外仓监控视频-少包裹调查,1,NULL,NULL,根据到仓订单具体情况提供对应视频：,,
545430,VASC000000277155,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
545433,VASC000000277158,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
545436,VASC000000277164,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
545448,VASC000000277167,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
545451,VASC000000277173,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
545454,VASC000000277179,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
545463,VASC000000277182,OSF8V1657,代理清关,1,【Outbound】Customs clearance agent,【出库】代理清关,打印附件的清关文件，交付尾程供应商，完成出库,NULL,CO
